prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size_sqft,furnished,facilities,additional_facilities,region
The Elements,2015,1600,Kuala Lumpur - Ampang,Service Residence,1,1,1,540,Fully Furnished,"Security, Playground, Gymnasium, Barbeque area, Sauna, Jogging Track, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Residensi Rampai,2016,1600,Kuala Lumpur - Setapak,Condominium,4,2,2,1000,Partially Furnished,"Parking, Playground, Swimming Pool, Security, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur
Majestic Maxim,2021,1150,Kuala Lumpur - Cheras,Service Residence,2,1,2,700,Partially Furnished,"Parking, Barbeque area, Security, Lift, Swimming Pool, Jogging Track, Playground, Gymnasium","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur
Kepong Sentral Condominium,2007,1100,Kuala Lumpur - Kepong,Condominium,3,1,2,984,Not Furnished,"Swimming Pool, Gymnasium, Squash Court, Security, Tennis Court, Minimart, Jogging Track, Lift, Parking, Playground","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Parkview Service Apartment,2006,2400,Kuala Lumpur - KLCC,Condominium,1,0,1,660,Fully Furnished,"Parking, Gymnasium, Tennis Court, Jogging Track, Security, Minimart, Playground, Swimming Pool, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Inspirasi Condominium in Mont Kiara,2017,2400,Kuala Lumpur - Mont Kiara,Condominium,3,2,2,940,Partially Furnished,"Squash Court, Tennis Court",Near KTM/LRT,Kuala Lumpur
Platinum Splendor Residensi Semarak,2020,1399,Kuala Lumpur - Keramat,Condominium,3,0,2,926,Partially Furnished,"Parking, Security, Tennis Court, Lift, Sauna, Playground, Swimming Pool, Gymnasium, Minimart, Squash Court",None,Kuala Lumpur
Damansara Sutera,2017,1150,Kuala Lumpur - Kepong,Condominium,3,1,2,880,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
"Fera Residence @ The Quartz, Wangsa Maju",2017,1950,Kuala Lumpur - Wangsa Maju,Condominium,3,2,2,850,Fully Furnished,"Parking, Swimming Pool",None,Kuala Lumpur
Ixora Apartment (Kepong),2017,1100,Kuala Lumpur - Kepong,Apartment,3,1,2,970,Partially Furnished,"Security, Playground, Swimming Pool, Sauna, Parking, Lift","Cooking Allowed, Air-Cond",Kuala Lumpur
Casa Green (Bukit Jalil),2017,1600,Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,850,Fully Furnished,None,"Air-Cond, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Bayu Andaman,2017,1800,Kuala Lumpur - Sentul,Apartment,3,1,2,1000,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Security, Parking, Squash Court, Sauna, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Titiwangsa Sentral,2011,2500,Kuala Lumpur - Titiwangsa,Condominium,3,1,2,1100,Fully Furnished,"Barbeque area, Security, Playground, Gymnasium, Tennis Court, Squash Court, Swimming Pool, Lift, Parking","Air-Cond, Internet, Near KTM/LRT, Washing Machine",Kuala Lumpur
Platinum Splendor Residensi Semarak,2017,1200,Kuala Lumpur - Bukit Bintang,Condominium,3,2,2,926,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track, Club house, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
Platinum Splendor Residensi Semarak,2020,1650,Kuala Lumpur - Keramat,Condominium,3,2,2,1065,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Sri Intan 2,2017,1500,Kuala Lumpur - Jalan Ipoh,Condominium,3,1,2,1100,Fully Furnished,"Parking, Minimart, Tennis Court, Barbeque area, Swimming Pool, Security, Playground, Jogging Track, Lift, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Maxim Citilights,2017,1700,Kuala Lumpur - Sentul,Service Residence,3,2,2,1095,Fully Furnished,"Swimming Pool, Jogging Track, Multipurpose hall, Security, Minimart, Playground, Lift, Parking","Cooking Allowed, Air-Cond, Washing Machine",Kuala Lumpur
KL Traders Square,2017,1450,Kuala Lumpur - Setapak,Condominium,4,0,2,940,Partially Furnished,None,None,Kuala Lumpur
Majestic Maxim,2021,900,Kuala Lumpur - Cheras,Service Residence,3,0,2,820,Partially Furnished,"Swimming Pool, Barbeque area, Jogging Track, Lift, Security, Gymnasium, Parking, Playground, Multipurpose hall, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Putra Villa,2007,1800,Kuala Lumpur - Setapak,Condominium,3,1,2,1066,Fully Furnished,None,None,Kuala Lumpur
Platinum Splendor Residensi Semarak,2017,1202,Kuala Lumpur - Kepong,Condominium,3,1,2,928,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",Cooking Allowed,Kuala Lumpur
taman gembira kuchai lama,2017,1000,Kuala Lumpur - Kuchai Lama,Flat,3,0,2,1100,Not Furnished,"Lift, Minimart","Cooking Allowed, Washing Machine",Kuala Lumpur
Baiduri Apartment (Desa Pandan),2017,1500,Kuala Lumpur - Desa Pandan,Apartment,3,1,2,947,Partially Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur
KL Traders Square Residences,2019,2200,Kuala Lumpur - Gombak,Service Residence,3,1,2,945,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track","Cooking Allowed, Washing Machine",Kuala Lumpur
Canopy hills,2017,605,Kuala Lumpur - Bukit Jalil,Condominium,2,1,1,590,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track, Club house",Cooking Allowed,Kuala Lumpur
The Haute,2019,1500,Kuala Lumpur - Keramat,Condominium,3,0,2,1100,Partially Furnished,"Multipurpose hall, Parking, Security, Swimming Pool, Gymnasium",None,Kuala Lumpur
Mutiara Magna,2017,900,Kuala Lumpur - Kepong,Apartment,3,0,2,720,Partially Furnished,"Parking, Security, Lift, Minimart",Cooking Allowed,Kuala Lumpur
Ketumbar Hill,2017,1500,Kuala Lumpur - Cheras,Condominium,3,2,2,1200,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Lift, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Villa Wangsamas,2010,1650,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,800,Partially Furnished,"Jogging Track, Gymnasium, Swimming Pool, Security, Playground, Squash Court, Parking, Minimart, Lift",None,Kuala Lumpur
Sentul Point Suite Apartment,2020,1300,Kuala Lumpur - Sentul,Apartment,2,1,2,743,Not Furnished,"Parking, Gymnasium, Minimart, Playground, Swimming Pool, Security, Lift, Multipurpose hall, Barbeque area, Jogging Track",Cooking Allowed,Kuala Lumpur
The Havre @ Bukit Jalil,2020,1600,Kuala Lumpur - Bukit Jalil,Condominium,3,0,3,1300,Fully Furnished,"Multipurpose hall, Playground, Security, Minimart, Jogging Track, Lift, Barbeque area, Squash Court, Swimming Pool, Gymnasium, Tennis Court, Sauna, Club house, Parking",None,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",2021,1400,Kuala Lumpur - Setapak,Condominium,3,1,2,800,Partially Furnished,"Parking, Gymnasium, Jogging Track, Tennis Court, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Security, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Residensi Desamas @ Taman Desa,2017,1600,Kuala Lumpur - Taman Desa,Apartment,3,2,2,850,Partially Furnished,"Parking, Swimming Pool, Playground, Minimart, Security, Lift, Gymnasium, Multipurpose hall",Cooking Allowed,Kuala Lumpur
United Point Residence @ North Kiara,2019,1400,Kuala Lumpur - Kepong,Service Residence,3,1,2,932,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
"SkyAwani 3 Residence, Setapak",2021,1200,Kuala Lumpur - Setapak,Condominium,3,1,2,800,Not Furnished,"Gymnasium, Parking, Security, Swimming Pool, Playground, Barbeque area, Lift",Cooking Allowed,Kuala Lumpur
Aman Putra Apartment,2017,800,Kuala Lumpur - Kepong,Apartment,3,0,2,721,Partially Furnished,"Minimart, Playground, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
"Inspirasi, Mont Kiara",2017,3400,Kuala Lumpur - Mont Kiara,Condominium,3,0,2,940,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Menara Alpha,2017,1499,Kuala Lumpur - Wangsa Maju,Condominium,3,0,2,982,Partially Furnished,"Gymnasium, Minimart, Security, Swimming Pool, Parking, Playground",Near KTM/LRT,Kuala Lumpur
The Hipster @ Taman Desa,2022,1600,Kuala Lumpur - Taman Desa,Condominium,3,0,2,921,Partially Furnished,"Minimart, Playground, Squash Court, Lift, Parking, Swimming Pool, Gymnasium, Security",None,Kuala Lumpur
The Hipster @ Taman Desa,2022,2400,Kuala Lumpur - Taman Desa,Condominium,3,0,2,921,Fully Furnished,"Minimart, Playground, Squash Court, Lift, Parking, Swimming Pool, Gymnasium, Security","Air-Cond, Cooking Allowed",Kuala Lumpur
Plaza Prima Setapak,2006,1350,Kuala Lumpur - Setapak,Condominium,3,0,2,1200,Not Furnished,None,None,Kuala Lumpur
Royal Domain Sri Putramas 2,2007,1800,Kuala Lumpur - Jalan Kuching,Service Residence,3,0,2,1320,Fully Furnished,"Playground, Gymnasium, Barbeque area, Security, Minimart, Tennis Court, Sauna, Swimming Pool, Jogging Track, Lift, Parking, Squash Court, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Continew Condominium,2020,2100,Kuala Lumpur - KL City,Condominium,1,0,1,450,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Villa Mewah,2017,1200,Kuala Lumpur - Sri Petaling,Apartment,3,1,2,797,Partially Furnished,"Parking, Security",None,Kuala Lumpur
Iris Apartment (Taman Desa),2017,950,Kuala Lumpur - Taman Desa,Apartment,2,0,1,750,Partially Furnished,"Security, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
Rica Residence Sentul,2021,1900,Kuala Lumpur - Sentul,Condominium,2,1,1,721,Fully Furnished,"Parking, Security, Gymnasium, Minimart, Swimming Pool, Jogging Track, Lift, Barbeque area, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Residensi KepongMas,2020,1300,Kuala Lumpur - Kepong,Apartment,3,1,2,800,Partially Furnished,"Parking, Security, Lift, Playground, Jogging Track",Near KTM/LRT,Kuala Lumpur
Seksyen 4 Wangsa Maju Flat Block A,2017,800,Kuala Lumpur - Wangsa Maju,Flat,2,0,1,700,Partially Furnished,"Parking, Sauna",Near KTM/LRT,Kuala Lumpur
Vista Komanwel,2017,2000,Kuala Lumpur - Bukit Jalil,Condominium,4,1,3,1400,Fully Furnished,"Playground, Minimart, Security, Gymnasium, Parking, Swimming Pool","Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur
Platinum OUG Residence,2021,1400,Kuala Lumpur - Kuchai Lama,Condominium,3,1,2,1200,Partially Furnished,"Playground, Gymnasium, Lift, Security",Cooking Allowed,Kuala Lumpur
United Point Residence @ North Kiara,2019,2000,Kuala Lumpur - Kepong,Service Residence,3,2,2,958,Fully Furnished,"Parking, Security, Playground, Gymnasium, Sauna, Swimming Pool","Air-Cond, Washing Machine, Near KTM/LRT",Kuala Lumpur
Desa Satu,2017,750,Kuala Lumpur - Kepong,Apartment,3,1,2,680,Not Furnished,"Parking, Lift",None,Kuala Lumpur
Bukit Gembira,2017,1200,Kuala Lumpur - Old Klang Road,Condominium,3,1,2,918,Partially Furnished,"Barbeque area, Security, Playground, Gymnasium, Sauna, Parking, Swimming Pool, Club house, Lift, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
United Point Residence @ North Kiara,2019,1800,Kuala Lumpur - Kepong,Service Residence,3,2,2,958,Partially Furnished,None,None,Kuala Lumpur
United Point Residence @ North Kiara,2019,2300,Kuala Lumpur - Kepong,Service Residence,3,2,2,958,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",None,Kuala Lumpur
Ivory,2017,1000,Kuala Lumpur - Kepong,Apartment,3,1,2,836,Fully Furnished,"Lift, Parking",None,Kuala Lumpur
Prima Midah Heights,2017,2000,Kuala Lumpur - Cheras,Condominium,4,2,2,1450,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
Bukit OUG Condominium,2017,1300,Kuala Lumpur - Bukit Jalil,Condominium,2,1,1,791,Fully Furnished,"Tennis Court, Jogging Track, Parking, Security, Minimart, Swimming Pool, Playground, Gymnasium, Squash Court, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
One Residences,2017,2400,Kuala Lumpur - Sungai Besi,Service Residence,2,1,2,888,Fully Furnished,"Gymnasium, Barbeque area, Swimming Pool, Multipurpose hall, Security, Minimart, Sauna, Playground, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
M Centura,2021,1700,Kuala Lumpur - Sentul,Service Residence,3,1,2,850,Partially Furnished,"Parking, Security, Lift, Playground, Gymnasium, Minimart","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
PV9 Residences @ Taman Melati,2022,3150,Kuala Lumpur - Setapak,Service Residence,4,2,2,1000,Fully Furnished,"Security, Parking, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Sentul Point Suite Apartment,2017,1500,Kuala Lumpur - Sentul,Condominium,3,1,2,850,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Air-Cond, Washing Machine",Kuala Lumpur
Sentul Point Suite Apartment,2020,1500,Kuala Lumpur - Sentul,Service Residence,3,1,2,904,Partially Furnished,"Swimming Pool, Parking, Squash Court, Security, Playground, Minimart, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
Residensi Desa Satumas,2017,1500,Kuala Lumpur - Taman Desa,Condominium,3,1,2,800,Partially Furnished,"Playground, Multipurpose hall, Parking, Security, Lift, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
KL Traders Square condo @ KL,2017,1500,Kuala Lumpur - Setapak,Condominium,3,2,2,950,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Riana Dutamas,2017,1900,Kuala Lumpur - Segambut,Service Residence,2,2,2,910,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Legasi Kampong Bharu,2020,3000,Kuala Lumpur - KL City,Apartment,3,1,2,950,Partially Furnished,"Security, Minimart, Swimming Pool, Gymnasium, Squash Court, Parking, Playground, Lift, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
PV9 Residences @ Taman Melati,2022,650,Kuala Lumpur - Setapak,Service Residence,1,2,1,100,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Enesta,2021,1300,Kuala Lumpur - Kepong,Service Residence,3,1,2,800,Not Furnished,"Parking, Security, Gymnasium, Swimming Pool, Minimart, Multipurpose hall",Near KTM/LRT,Kuala Lumpur
Iris Apartment (Taman Desa),2017,800,Kuala Lumpur - Taman Desa,Apartment,2,0,2,650,Partially Furnished,Security,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Puncak Banyan,2007,1350,Kuala Lumpur - Cheras,Condominium,3,1,2,900,Partially Furnished,"Security, Minimart, Swimming Pool, Parking, Lift, Playground",None,Kuala Lumpur
Midfields 2,2017,1600,Kuala Lumpur - Sungai Besi,Condominium,3,2,2,1040,Partially Furnished,"Jogging Track, Barbeque area, Parking, Security, Swimming Pool, Playground",None,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",2021,1500,Kuala Lumpur - Setapak,Condominium,3,0,2,740,Partially Furnished,"Squash Court, Jogging Track, Sauna, Tennis Court",Cooking Allowed,Kuala Lumpur
Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018,1700,Kuala Lumpur - Bukit Jalil,Apartment,4,1,2,1400,Fully Furnished,"Minimart, Parking, Security, Jogging Track, Swimming Pool",None,Kuala Lumpur
Pandan Puteri Condominium,2017,1500,Kuala Lumpur - Pandan Indah,Condominium,3,1,2,1050,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
Residensi Gembira 737,2017,1200,Kuala Lumpur - Old Klang Road,Apartment,3,1,2,850,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",None,Kuala Lumpur
Maxim Citilights,2017,1500,Kuala Lumpur - Sentul,Service Residence,3,2,2,1009,Not Furnished,"Security, Playground, Minimart, Swimming Pool, Parking, Lift",Cooking Allowed,Kuala Lumpur
Maxim Citilights,2017,1400,Kuala Lumpur - Sentul,Service Residence,3,1,2,1009,Not Furnished,"Security, Playground, Minimart, Swimming Pool, Parking, Lift, Gymnasium","Cooking Allowed, Air-Cond",Kuala Lumpur
Sky Awani Residensi,2017,1600,Kuala Lumpur - Sentul,Condominium,3,2,2,850,Partially Furnished,"Swimming Pool, Club house, Security, Minimart, Playground, Jogging Track, Barbeque area, Parking, Sauna","Air-Cond, Cooking Allowed",Kuala Lumpur
Bukit OUG Condominium,2017,1000,Kuala Lumpur - Bukit Jalil,Condominium,2,1,1,774,Partially Furnished,"Tennis Court, Playground, Gymnasium, Security, Minimart, Squash Court, Swimming Pool, Parking, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Desa seri hartamas double storey terrece,2017,3800,Kuala Lumpur - Sri Hartamas,Duplex,5,0,3,2200,Partially Furnished,"Parking, Security, Playground, Jogging Track, Squash Court","Air-Cond, Cooking Allowed",Kuala Lumpur
Desa Sentul,2017,1900,Kuala Lumpur - Sentul,Condominium,3,2,2,982,Partially Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Minimart, Club house, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Angkupuri,1998,2900,Kuala Lumpur - Mont Kiara,Condominium,3,1,2,1400,Fully Furnished,"Parking, Gymnasium, Security, Minimart, Tennis Court, Sauna, Playground, Swimming Pool, Squash Court, Jogging Track, Barbeque area, Lift","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
Residensi Enesta Kepong,2017,1200,Kuala Lumpur - Kepong,Condominium,3,1,2,802,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Inspirasi Mont Kiara,2017,3500,Kuala Lumpur - Mont Kiara,Condominium,3,0,2,1015,Fully Furnished,None,None,Kuala Lumpur
Bougainvilla,2007,1500,Kuala Lumpur - Segambut,Condominium,3,1,2,1170,Fully Furnished,"Barbeque area, Security, Minimart, Swimming Pool, Gymnasium, Jogging Track, Sauna, Parking, Playground",Air-Cond,Kuala Lumpur
Desa Sentul,2017,1800,Kuala Lumpur - Sentul,Condominium,3,1,2,948,Fully Furnished,None,None,Kuala Lumpur
